OrderID,OrderDate,Region,Category,Product,UnitPrice,Quantity,DiscountPct,Sales,Cost,Profit,CustomerAge,Rating,PaymentMethod
ORD10649,2024-02-02,East,Electronics,Laptop,1125.7,6,5,6754.2,4264.77,2489.43,49,3.9,Cash
ORD11217,2024-02-03,East,Electronics,Tablet,368.28,3,15,1104.84,839.5,265.34,28,3.7,Debit Card
ORD10760,2024-02-03,North,Beauty,Hair Dryer,62.66,3,5,187.98,135.25,52.73,18,3.4,UPI
ORD10087,2024-02-03,East,Home & Kitchen,Cookware Set,175.17,1,10,175.17,118.13,57.04,24,3.7,UPI
ORD10004,2024-02-04,East,Clothing,Sneakers,110.03,4,10,440.12,262.12,178.0,30,3.4,Debit Card
ORD10124,2024-02-04,North,Clothing,Sneakers,34.26,6,0,205.56,114.63,90.93,33,4.9,UPI
ORD11220,2024-02-04,West,Sports,Dumbbell Set,323.84,5,0,1619.2,960.85,658.35,35,3.7,Debit Card
ORD11258,2024-02-05,North,Clothing,Sneakers,114.03,5,0,570.15,336.62,233.53,35,3.6,Wallet
ORD11734,2024-02-05,South,Sports,Dumbbell Set,200.24,6,5,1201.44,858.31,343.13,27,5.0,Wallet
ORD11401,2024-02-05,East,Clothing,Jeans,29.83,2,0,59.66,33.96,25.7,59,4.0,Debit Card
ORD11064,2024-02-06,South,Sports,Dumbbell Set,53.07,6,0,318.42,218.52,99.9,18,3.7,Cash
ORD10981,2024-02-07,Central,Clothing,Jacket,92.32,6,0,553.92,422.85,131.07,27,4.8,Credit Card
ORD10098,2024-02-08,Central,Electronics,Laptop,70.81,5,5,354.05,262.63,91.42,30,5.0,Cash
ORD10471,2024-02-08,South,Beauty,Shampoo,76.66,3,10,229.98,171.51,58.47,33,4.9,Credit Card
ORD11324,2024-02-08,West,Sports,Running Shoes,222.68,3,10,668.04,482.62,185.42,49,3.6,Debit Card
ORD10025,2024-02-08,West,Sports,Running Shoes,128.03,7,0,896.21,586.97,309.24,37,3.8,Credit Card
ORD11297,2024-02-09,East,Electronics,Smartphone,834.14,1,15,834.14,518.4,315.74,44,3.8,Wallet
ORD10197,2024-02-09,Central,Beauty,Hair Dryer,80.0,4,0,320.0,192.16,127.84,44,4.4,Credit Card
ORD11810,2024-02-09,North,Beauty,Hair Dryer,117.76,3,5,353.28,248.82,104.46,44,4.5,Cash
ORD10287,2024-02-12,Central,Sports,Dumbbell Set,260.51,2,0,521.02,377.85,143.17,41,4.8,Credit Card
ORD11656,2024-02-12,South,Home & Kitchen,Air Fryer,87.87,5,15,439.35,295.18,144.17,33,4.1,Credit Card
ORD11549,2024-02-12,North,Beauty,Skincare Kit,38.6,3,10,115.8,64.57,51.23,48,4.4,UPI
ORD11511,2024-02-12,North,Electronics,Tablet,913.67,3,10,2741.01,1808.51,932.5,43,4.3,Credit Card
ORD10034,2024-02-12,West,Clothing,T-Shirt,31.54,5,0,157.7,95.2,62.5,29,4.3,Credit Card
ORD10140,2024-02-12,East,Home & Kitchen,Air Fryer,234.17,6,10,1405.02,1035.1,369.92,36,5.0,Debit Card
ORD11183,2024-02-12,North,Sports,Dumbbell Set,84.67,3,0,254.01,168.72,85.29,31,4.0,UPI
ORD10814,2024-02-12,East,Clothing,Sneakers,19.88,5,0,99.4,61.82,37.58,25,3.6,UPI
ORD11124,2024-02-14,South,Home & Kitchen,Cookware Set,96.45,6,0,578.7,430.05,148.65,39,4.6,Credit Card
ORD11510,2024-02-14,Central,Clothing,T-Shirt,15.05,4,5,60.2,38.98,21.22,51,3.7,UPI
ORD10253,2024-02-14,South,Sports,Yoga Mat,168.23,4,10,672.92,521.42,151.5,42,4.3,Debit Card
ORD10528,2024-02-15,North,Electronics,Smartphone,943.01,6,0,5658.06,3990.67,1667.39,34,4.0,Wallet
ORD11521,2024-02-15,South,Sports,Bicycle,379.36,5,0,1896.8,1353.61,543.19,33,3.8,Debit Card
ORD11652,2024-02-15,North,Electronics,Smartphone,360.62,4,10,1442.48,926.7,515.78,18,4.6,Debit Card
ORD11232,2024-02-15,North,Beauty,Shampoo,56.06,2,10,112.12,82.01,30.11,29,3.6,Debit Card
ORD11047,2024-02-15,Central,Electronics,Headphones,1031.52,1,20,1031.52,817.73,213.79,45,4.3,Debit Card
ORD10826,2024-02-15,East,Home & Kitchen,Blender,192.37,6,10,1154.22,843.62,310.6,18,4.1,UPI
ORD11373,2024-02-15,West,Beauty,Makeup Kit,125.85,2,5,251.7,139.5,112.2,60,3.3,UPI
ORD11910,2024-02-16,South,Beauty,Hair Dryer,83.02,7,0,581.14,438.61,142.53,43,4.2,Credit Card
ORD10671,2024-02-16,North,Sports,Bicycle,379.24,6,5,2275.44,1501.04,774.4,48,4.3,Debit Card
ORD10890,2024-02-16,Central,Clothing,Sneakers,87.43,3,5,262.29,192.35,69.94,40,4.8,Credit Card
ORD11697,2024-02-17,North,Sports,Tennis Racket,242.15,6,10,1452.9,808.35,644.55,33,4.1,Credit Card
ORD10327,2024-02-18,South,Electronics,Laptop,463.21,5,0,2316.05,1310.05,1006.0,38,4.0,Credit Card
ORD10213,2024-02-18,North,Clothing,Sneakers,10.84,6,10,65.04,49.32,15.72,18,4.0,Debit Card
ORD10145,2024-02-18,Central,Clothing,Jeans,36.06,5,10,180.3,112.78,67.52,45,4.5,Cash
ORD10433,2024-02-19,South,Clothing,T-Shirt,43.69,2,20,87.38,49.09,38.29,52,4.8,Credit Card
ORD11695,2024-02-19,North,Home & Kitchen,Lamp,207.12,2,10,414.24,287.2,127.04,18,4.8,Credit Card
ORD11050,2024-02-19,North,Home & Kitchen,Cookware Set,143.3,6,15,859.8,521.38,338.42,33,3.3,Cash
ORD10141,2024-02-20,Central,Beauty,Shampoo,16.56,5,0,82.8,55.46,27.34,21,4.4,Debit Card
ORD11206,2024-02-20,South,Electronics,Smartwatch,661.82,4,0,2647.28,1836.59,810.69,36,4.0,Credit Card
ORD10785,2024-02-20,West,Electronics,Headphones,855.69,5,0,4278.45,2683.26,1595.19,19,4.4,Credit Card
ORD11742,2024-02-21,East,Sports,Bicycle,294.41,4,5,1177.64,909.44,268.2,32,4.5,Debit Card
ORD11704,2024-02-21,West,Home & Kitchen,Blender,67.8,6,0,406.8,248.43,158.37,36,4.8,Debit Card
ORD11291,2024-02-21,North,Home & Kitchen,Vacuum Cleaner,164.49,2,0,328.98,202.65,126.33,31,3.6,Debit Card
ORD11440,2024-02-21,North,Home & Kitchen,Lamp,134.08,7,0,938.56,624.09,314.47,18,4.8,Debit Card
ORD11845,2024-02-22,Central,Electronics,Smartwatch,592.85,4,15,2371.4,1695.8,675.6,18,4.3,Credit Card
ORD11053,2024-02-22,West,Sports,Yoga Mat,261.37,2,0,522.74,399.97,122.77,51,4.8,Credit Card
ORD11475,2024-02-23,North,Electronics,Smartwatch,583.65,2,0,1167.3,691.01,476.29,28,4.2,Credit Card
ORD11388,2024-02-23,Central,Beauty,Hair Dryer,126.35,5,10,631.75,405.4,226.35,34,3.3,Credit Card
ORD11948,2024-02-23,East,Beauty,Skincare Kit,126.7,3,0,380.1,224.05,156.05,35,4.3,UPI
ORD10286,2024-02-23,East,Electronics,Smartphone,432.83,4,15,1731.32,1276.15,455.17,29,3.2,Debit Card
ORD11547,2024-02-23,North,Home & Kitchen,Cookware Set,251.53,2,15,503.06,378.85,124.21,38,4.5,Credit Card
ORD10660,2024-02-23,Central,Clothing,Sneakers,38.78,7,10,271.46,182.29,89.17,35,4.5,UPI
ORD11166,2024-02-24,East,Electronics,Tablet,437.19,5,0,2185.95,1559.28,626.67,29,3.7,Debit Card
ORD11497,2024-02-24,South,Sports,Running Shoes,38.53,4,15,154.12,116.57,37.55,41,4.1,Credit Card
ORD10879,2024-02-26,North,Electronics,Smartwatch,814.28,6,0,4885.68,3050.49,1835.19,44,3.7,Credit Card
ORD11758,2024-02-26,North,Clothing,T-Shirt,100.27,4,0,401.08,302.41,98.67,24,5.0,Credit Card
ORD11759,2024-02-27,East,Sports,Tennis Racket,327.99,6,5,1967.94,1571.74,396.2,29,4.3,Credit Card
ORD11804,2024-02-27,East,Clothing,Jacket,72.76,4,5,291.04,193.6,97.44,33,4.3,Debit Card
ORD11317,2024-02-27,Central,Clothing,Jacket,28.65,4,10,114.6,72.2,42.4,46,4.5,UPI
ORD10688,2024-02-28,East,Clothing,Dress,83.66,2,0,167.32,105.94,61.38,24,4.1,Debit Card
ORD10279,2024-02-28,North,Sports,Tennis Racket,152.0,2,10,304.0,200.09,103.91,33,3.9,Debit Card
ORD10430,2024-02-28,South,Sports,Bicycle,324.25,5,10,1621.25,1177.45,443.8,44,3.5,Cash
ORD11888,2024-02-29,West,Electronics,Tablet,1078.88,1,15,1078.88,620.11,458.77,45,4.5,UPI
ORD10355,2024-02-29,North,Sports,Tennis Racket,60.68,6,5,364.08,207.21,156.87,36,4.6,Credit Card
ORD10852,2024-02-29,East,Sports,Running Shoes,220.56,2,5,441.12,348.67,92.45,53,3.8,Debit Card
ORD11663,2024-03-01,North,Electronics,Headphones,789.25,2,0,1578.5,1028.5,550.0,23,4.8,Debit Card
ORD11366,2024-03-02,West,Clothing,Sneakers,98.79,3,5,296.37,222.79,73.58,23,3.6,Credit Card
ORD11852,2024-03-02,North,Sports,Bicycle,368.2,4,5,1472.8,1033.28,439.52,27,4.5,Cash
ORD11927,2024-03-02,West,Home & Kitchen,Blender,57.98,5,5,289.9,215.6,74.3,35,4.8,Debit Card
ORD10855,2024-03-02,North,Electronics,Tablet,146.75,5,5,733.75,513.87,219.88,36,4.6,Credit Card
ORD10979,2024-03-03,Central,Clothing,T-Shirt,40.09,7,0,280.63,211.03,69.6,43,4.8,Credit Card
ORD10325,2024-03-04,West,Clothing,Sneakers,108.11,5,0,540.55,308.8,231.75,18,4.1,Credit Card
ORD10648,2024-03-04,North,Beauty,Makeup Kit,16.62,1,5,16.62,11.41,5.21,41,4.6,UPI
ORD10320,2024-03-04,East,Beauty,Skincare Kit,123.06,1,10,123.06,73.2,49.86,28,5.0,Cash
ORD11894,2024-03-04,North,Electronics,Laptop,459.25,6,0,2755.5,1928.42,827.08,30,4.6,Credit Card
ORD10587,2024-03-05,East,Electronics,Headphones,147.46,7,0,1032.22,588.75,443.47,41,4.1,Debit Card
ORD11760,2024-03-07,West,Electronics,Headphones,763.21,5,5,3816.05,2102.91,1713.14,25,3.3,UPI
ORD11255,2024-03-07,East,Electronics,Smartwatch,964.52,7,5,6751.64,3727.08,3024.56,32,4.3,Wallet
ORD10738,2024-03-07,South,Electronics,Headphones,1032.82,3,0,3098.46,2191.03,907.43,29,4.4,Credit Card
ORD10691,2024-03-07,North,Electronics,Headphones,300.21,5,0,1501.05,827.62,673.43,36,4.3,Debit Card
ORD11441,2024-03-07,North,Beauty,Perfume,141.28,2,5,282.56,181.17,101.39,18,4.4,UPI
ORD11352,2024-03-07,South,Clothing,Dress,49.69,6,10,298.14,216.27,81.87,32,3.5,UPI
ORD11285,2024-03-07,South,Clothing,Jeans,61.1,3,5,183.3,108.81,74.49,24,3.7,Debit Card
ORD10575,2024-03-07,Central,Sports,Dumbbell Set,354.73,4,0,1418.92,850.53,568.39,40,3.4,Credit Card
ORD11649,2024-03-07,South,Home & Kitchen,Air Fryer,236.67,7,5,1656.69,1011.79,644.9,42,4.0,Credit Card
ORD11112,2024-03-08,West,Electronics,Tablet,435.34,2,5,870.68,686.53,184.15,45,3.9,Credit Card
ORD10851,2024-03-08,South,Sports,Bicycle,302.26,7,0,2115.82,1522.99,592.83,39,5.0,Debit Card
ORD10031,2024-03-09,North,Electronics,Tablet,167.34,6,10,1004.04,766.95,237.09,34,3.6,Debit Card
ORD10288,2024-03-09,North,Beauty,Perfume,18.95,2,5,37.9,21.44,16.46,52,4.6,UPI
ORD11599,2024-03-09,South,Electronics,Smartphone,229.43,5,0,1147.15,747.02,400.13,38,4.1,Credit Card
ORD11498,2024-03-10,West,Electronics,Smartwatch,1092.96,4,5,4371.84,2958.33,1413.51,45,4.0,Wallet
ORD11947,2024-03-11,West,Beauty,Makeup Kit,138.91,2,5,277.82,180.13,97.69,20,4.8,Wallet
ORD10952,2024-03-12,South,Home & Kitchen,Blender,271.23,6,10,1627.38,1263.8,363.58,46,3.3,Debit Card
ORD11075,2024-03-12,South,Home & Kitchen,Cookware Set,108.73,5,0,543.65,355.28,188.37,47,4.1,Cash
ORD10000,2024-03-12,North,Clothing,Dress,75.85,7,0,530.95,351.2,179.75,29,3.0,Credit Card
ORD10290,2024-03-13,West,Home & Kitchen,Vacuum Cleaner,77.74,3,0,233.22,159.66,73.56,31,4.7,UPI
ORD11998,2024-03-13,South,Beauty,Makeup Kit,143.41,6,10,860.46,617.33,243.13,48,4.7,Credit Card
ORD10754,2024-03-14,South,Beauty,Hair Dryer,35.13,6,0,210.78,121.91,88.87,43,4.6,Debit Card
ORD10453,2024-03-14,South,Electronics,Laptop,886.83,3,0,2660.49,1521.18,1139.31,37,3.3,Debit Card
ORD10657,2024-03-14,South,Clothing,Jeans,30.12,1,0,30.12,16.67,13.45,35,4.1,Credit Card
ORD11646,2024-03-15,Central,Home & Kitchen,Lamp,90.79,2,5,181.58,105.27,76.31,44,4.5,UPI
ORD11573,2024-03-15,East,Beauty,Hair Dryer,18.11,7,0,126.77,93.99,32.78,41,4.9,Cash
ORD10728,2024-03-16,East,Clothing,Jeans,113.85,5,0,569.25,375.26,193.99,32,3.6,Cash
ORD11393,2024-03-16,West,Home & Kitchen,Air Fryer,67.63,3,10,202.89,150.6,52.29,40,3.3,Debit Card
ORD10895,2024-03-16,South,Clothing,Jeans,12.11,7,0,84.77,63.32,21.45,33,2.9,Cash
ORD10790,2024-03-17,North,Sports,Tennis Racket,57.51,7,0,402.57,253.27,149.3,28,4.4,Credit Card
ORD10958,2024-03-17,West,Clothing,Jeans,119.06,5,20,595.3,351.83,243.47,37,3.9,UPI
ORD11066,2024-03-17,South,Clothing,Sneakers,105.63,4,0,422.52,291.19,131.33,26,3.3,Wallet
ORD10937,2024-03-17,West,Electronics,Smartwatch,584.64,5,5,2923.2,1948.14,975.06,24,4.0,Credit Card
